test_id,headline,CTR,pred_CTR_1,pred_CTR_2,pred_CTR_3,pred_CTR_4,pred_CTR_5,pred_CTR_6,pred_CTR_7,pred_CTR_8,pred_CTR_9,pred_CTR_10,pred_CTR_11,pred_CTR_12,pred_CTR_13,pred_CTR_14,pred_CTR_15,pred_CTR_16,pred_CTR_17,pred_CTR_18,pred_CTR_19,pred_CTR_20,pred_CTR_21,pred_CTR_22,pred_CTR_23,pred_CTR_24,pred_CTR_25,pred_CTR_26,pred_CTR_27,pred_CTR_28,pred_CTR_29,pred_CTR_30,pred_CTR_31,pred_CTR_32,pred_CTR_33,pred_CTR_34,pred_CTR_35,pred_CTR_36,pred_CTR_37,pred_CTR_38,pred_CTR_39,pred_CTR_40,pred_CTR_41,pred_CTR_42,pred_CTR_43,pred_CTR_44,pred_CTR_45,pred_CTR_46,pred_CTR_47,pred_CTR_48,pred_CTR_49,pred_CTR_50,pred_CTR_51,pred_CTR_52,pred_CTR_53,pred_CTR_54,pred_CTR_55,pred_CTR_56,pred_CTR_57,pred_CTR_58,pred_CTR_59,pred_CTR_60,pred_CTR_61,pred_CTR_62,pred_CTR_63
102,how many earth-destroying asteroids are headed towards us at this exact moment?,0.0058351568198395,0.011925587,0.011072399,0.011980498,0.00036497042,0.010438893,0.0122187175,0.005051083,0.005533954,0.011973051,0.013814708,0.017325267,0.0033975895,0.009930866,0.015333887,0.00079815835,0.011680655,0.013970563,0.008972609,0.006643503,0.008570436,0.015791265,0.006567321,0.0056315875,0.011061717,0.013463184,0.016730044,0.0037406366,0.0130062755,0.014131146,0.00095185265,0.011442859,0.014260053,0.01015068,0.0048583793,0.008982506,0.010426834,0.0032312144,0.008882919,0.019316176,0.0136007015,0.0065943506,0.006156167,0.0057544443,0.0009041466,0.014038915,0.016583923,0.0023445264,0.012078922,0.015183261,0.0007460397,0.011213303,0.013969632,0.008122632,0.0063946918,0.009487167,0.010585668,0.0062151244,0.0042792214,0.011100737,0.014701206,0.017534696,0.001364585,0.0052541457
102,why both parties should agree to buy a few more telescopes,0.0065972222222222,0.010527059,0.009600634,0.01010121,-0.0016865246,0.009957816,0.009005874,-0.00022390578,0.00527134,0.011069955,0.016984988,0.018075686,0.0029622521,0.010813123,0.011861417,-0.0012445748,0.011513028,0.0189518,0.00981946,0.0039247405,0.008428652,0.015053958,0.0018468043,0.00593945,0.010947142,0.01563693,0.017568048,0.0024398882,0.009425089,0.012507226,-0.0022792108,0.010400277,0.019011637,0.012631763,0.0036917115,0.008482818,0.008766012,0.0027635433,0.008052185,0.016821774,0.012323773,0.010423401,0.0013911678,0.0059523843,0.0012258142,0.015300401,0.017077874,0.0025897399,0.01122852,0.013221411,-0.0008030161,0.010126509,0.018782806,0.009702779,0.004615157,0.009354372,0.009066125,0.0012961999,0.0041880226,0.010094397,0.014848009,0.018040668,0.0018604565,-0.000935304
102,how many asteroids are headed for earth at this exact moment?,0.0043652237177155,0.01047512,0.01049773,0.010745244,-0.00053520873,0.010501523,0.011031188,0.004184737,0.0032327333,0.011574103,0.01464672,0.016718332,0.0023732428,0.009832088,0.013728164,-0.0024193581,0.009811733,0.016035652,0.00775023,0.0070925606,0.010441665,0.01540198,0.0054656854,0.0038487213,0.010727022,0.013504384,0.015855204,0.0025641993,0.011014972,0.01247824,-0.0028236434,0.009766534,0.01553313,0.008889808,0.0061124554,0.010036744,0.008913672,0.0038574226,0.00890215,0.015302135,0.012871213,0.006569188,0.004943745,0.0037539648,0.00025386177,0.014194664,0.015935771,0.0016890019,0.012175916,0.013352133,-0.002305856,0.0093514845,0.01554513,0.0067618615,0.0075796265,0.011144843,0.008937588,0.005034509,0.0025869673,0.010614589,0.014357479,0.016912054,0.000189038,0.0034253206
103,ever done a standing ovation at your keyboard? you might want to try after watching this.,0.0259984928409947,0.017645607,0.01686603,0.018711412,0.00514503,0.016064297,0.01681185,0.010303462,0.0077744564,0.019455958,0.022474155,0.024965644,0.0058277026,0.014544076,0.01733371,0.009602681,0.011840012,0.018939238,0.013376862,0.008620148,0.012168929,0.017827038,0.011992087,0.009217877,0.019420022,0.020247117,0.024367537,0.00610538,0.023360712,0.017576134,0.010617003,0.01260123,0.019415818,0.013915672,0.008592843,0.01241615,0.012847135,0.0068245362,0.013573898,0.02021206,0.01882888,0.016119992,0.0111589255,0.008254939,0.0075569116,0.022850243,0.024652228,0.006570028,0.021757739,0.018089693,0.010462189,0.011832882,0.019470803,0.011915513,0.009708421,0.012683041,0.012897339,0.0112431245,0.007701416,0.01668514,0.022762313,0.025412686,0.0060167573,0.0096414415
103,how can this kid possibly be just 15?,0.0262379896526238,0.017939571,0.01961046,0.018491188,0.009381801,0.01778498,0.018233016,0.01428995,0.013686312,0.019146107,0.022249434,0.025490548,0.010618882,0.019635363,0.024155438,0.011485849,0.020549152,0.022845779,0.0176161,0.017894149,0.016412023,0.02240149,0.01532253,0.016039211,0.019268237,0.023139099,0.024340414,0.011639524,0.021224244,0.024026582,0.0119791515,0.02122685,0.023189912,0.016598139,0.01815068,0.015612245,0.019320637,0.0130311595,0.016045792,0.020595102,0.019374777,0.016958069,0.01480348,0.01503646,0.008796386,0.021499615,0.02468815,0.010728467,0.022707725,0.02363064,0.011912471,0.021268751,0.023314528,0.016675469,0.018405601,0.015895553,0.020074688,0.015014705,0.01394555,0.018465439,0.021069534,0.026600264,0.009966332,0.012998263
103,15-year-old bypasses the awkward teen phase and skips straight to genius,0.0269859369061193,0.021006431,0.024335433,0.022559969,0.01472413,0.025093831,0.023541983,0.01762631,0.018678358,0.017414836,0.026041321,0.033020273,0.018722763,0.023272093,0.026830649,0.017966487,0.026012857,0.02693087,0.021785244,0.026873961,0.022929553,0.02815,0.018590165,0.020107616,0.021223636,0.024669316,0.03235036,0.018146776,0.024862768,0.029262148,0.018121697,0.027619872,0.02791242,0.021030933,0.026956506,0.02581359,0.025877431,0.020545054,0.02497958,0.026978092,0.030254204,0.02341076,0.01902268,0.0206379,0.011280138,0.025062677,0.032877877,0.01683579,0.026173089,0.02938746,0.018359711,0.02767476,0.027484749,0.022028487,0.025632635,0.02607371,0.028504647,0.018304259,0.019331867,0.021548515,0.027502764,0.034086697,0.017952967,0.01755711
103,just…wow…wow…wow! did i say wow already?,0.0229799851742031,0.019001883,0.020286988,0.019414447,0.007043343,0.018928155,0.019159881,0.01175514,0.015105118,0.016267175,0.021642452,0.022333726,0.01017569,0.017854527,0.019492177,0.006660044,0.017139561,0.022684984,0.012499922,0.01091311,0.014444236,0.017832631,0.012600929,0.016174097,0.0145014115,0.018845677,0.020530883,0.009391302,0.021848721,0.018918442,0.005671285,0.017567188,0.022718113,0.01615605,0.01218838,0.0134435445,0.016169842,0.010322912,0.0115047265,0.024525711,0.017067648,0.01947068,0.012448905,0.015431028,0.005888138,0.022460638,0.021606915,0.008599956,0.020780431,0.019918207,0.0070886035,0.018354937,0.022220245,0.013753367,0.011439372,0.015197407,0.01495165,0.013661997,0.014217098,0.014351058,0.023523957,0.021492772,0.00927083,0.011668237
151,we've taken giant steps for mankind - so why did we stop leaping?,0.0069090909090909,0.010379437,0.011563221,0.010745425,0.00050164387,0.011050213,0.0107118,0.0041162577,0.007086433,0.007654624,0.015513783,0.01742287,-0.00057042204,0.007954181,0.011538103,-0.00031459704,0.009598218,0.015146172,0.007549653,0.0035484042,0.00611227,0.011631846,0.004361584,0.005827104,0.008855931,0.010236207,0.017560542,-0.0019690935,0.012222843,0.012932159,-0.0006571021,0.010533776,0.016208054,0.011574122,0.0036668861,0.007990189,0.007287344,0.0027227364,0.007451172,0.015035955,0.010334032,0.008933254,0.0030276468,0.0056322003,-0.0029977784,0.014897728,0.017763682,-0.0006438177,0.01117561,0.011883983,0.00044474564,0.010440119,0.015189069,0.008434677,0.0052231196,0.00791426,0.0068721697,0.004295256,0.0048402837,0.008352272,0.014797719,0.017797358,-0.000579305,0.0021191332
151,"jetsons, meet the little house on the prairie",0.0103282921431206,0.011703979,0.0133395735,0.011609193,0.002395533,0.0110833645,0.0123675205,0.0003979029,0.0035675569,0.009440657,0.010535687,0.016806439,0.0005254261,0.009787168,0.010625271,0.00032906793,0.0087870285,0.015728207,0.0059513934,0.003228507,0.005507201,0.013847243,0.0035076737,0.005222544,0.008585036,0.0118624605,0.016244948,-0.0006793849,0.011686407,0.010771383,0.00032093376,0.0078612305,0.016225789,0.00902787,-0.00014501903,0.006244924,0.0064701177,0.0034091733,0.0060407333,0.011317765,0.011879314,0.008245047,0.0031979391,0.004439148,-0.0010760911,0.0100067,0.015384945,-0.00043941475,0.013595564,0.010501878,0.0017124843,0.008257255,0.015185258,0.0060129985,0.0024370663,0.006286107,0.0069707427,0.0034255479,0.0036918847,0.0070363767,0.009853346,0.015467829,-0.002377266,0.0021110093
151,"the final frontier gets a dubstep remix, and i like it",0.0174563591022443,0.007309124,0.007869288,0.007776689,-0.0048726313,0.007652728,0.0077235624,0.0038936967,0.0040183757,0.011152158,0.011224201,0.017723799,0.0022894312,0.009895154,0.012980729,0.0027136356,0.009748053,0.013539039,0.008385947,0.005799341,0.009055771,0.013250217,0.0054164045,0.0046070935,0.011566229,0.011992184,0.01781008,0.0019264333,0.01493177,0.012155753,0.002945166,0.0106439665,0.014734616,0.011479239,0.008011398,0.009981681,0.0041772146,0.0035756193,0.008274628,0.017235084,0.012493141,0.009288279,0.004880107,0.0049843453,0.0027258974,0.010651441,0.017626788,0.0022266824,0.01436203,0.012645666,0.0028426964,0.010811266,0.013986643,0.008065312,0.008857094,0.010217451,0.005006658,0.005145789,0.0032173004,0.009737147,0.010967746,0.017813552,0.0021289699,0.00344038
151,this video would have made even neil armstrong cry,0.0216832047041528,0.02420607,0.024397496,0.024763875,0.011143157,0.023049463,0.023366997,0.01700335,0.018022971,0.018391352,0.024228983,0.030827668,0.013967203,0.026608897,0.02317462,0.018963017,0.022995308,0.023956452,0.019913385,0.01714829,0.016997293,0.027009746,0.018444173,0.019183196,0.01821778,0.020276895,0.029449116,0.0126432255,0.02770858,0.022331329,0.017149478,0.023164738,0.024984637,0.018089425,0.016832896,0.018157374,0.021613093,0.01266004,0.018745022,0.024836367,0.024286272,0.025928602,0.01657503,0.016278729,0.0079181325,0.024545282,0.029344656,0.012267701,0.02809565,0.023145214,0.017930573,0.022961803,0.02412745,0.018438337,0.01831786,0.0177247,0.021439977,0.016516078,0.017697688,0.017248895,0.0243221,0.029167086,0.014329318,0.014893304
209,a pill that makes racists less racist?!?,0.0061626951520131,0.014736321,0.01541847,0.014633916,0.0029054005,0.0127565,0.014403675,0.010951601,0.010766911,0.01323445,0.014520735,0.023217943,0.004302779,0.014100184,0.015675852,0.007096119,0.014363233,0.019935772,0.011613698,0.008786854,0.012595471,0.018184595,0.012177197,0.011939127,0.0105890315,0.015975045,0.024483103,0.0049282946,0.015353665,0.017397676,0.0076025054,0.013576675,0.018710684,0.012530993,0.008219372,0.011904191,0.01328945,0.008507904,0.014055459,0.018341256,0.01425248,0.015114265,0.010810956,0.011969021,0.0041343104,0.015997294,0.023525294,0.005394645,0.015628694,0.01935631,0.00842513,0.013533853,0.02086474,0.010701493,0.0093515795,0.011519257,0.013137341,0.0114047,0.010793338,0.012365129,0.016194396,0.023773555,0.0039929394,0.007988195
209,could this new pill make people stop being racist assholes?,0.0068551842330762,0.013915336,0.014035448,0.014413446,0.001893485,0.013365291,0.014405718,0.00918511,0.009262007,0.014046366,0.014514152,0.023591101,0.0043907743,0.014776792,0.01707352,0.007313136,0.014093511,0.01920649,0.010991874,0.008805814,0.009958137,0.016873518,0.010579117,0.009657514,0.014716129,0.01663234,0.023525562,0.004205197,0.016776228,0.018463664,0.005968895,0.013911322,0.020077785,0.014048348,0.011050736,0.010366961,0.013655037,0.0062811747,0.010725155,0.018873965,0.013542045,0.014657201,0.009672007,0.009773618,0.004729625,0.017290864,0.023598164,0.0045585893,0.017619364,0.018651202,0.0067892876,0.014268905,0.020515695,0.011463838,0.011263596,0.010496885,0.014435731,0.009525436,0.010145381,0.01396411,0.016751472,0.02331886,0.0042448584,0.0060635796
209,"if science actually invents this pill, gay marriage would be completely legalized overnight",0.0131971051511281,0.0186054,0.018687364,0.018431446,0.0074857734,0.01941863,0.018844914,0.01326876,0.016324282,0.018621713,0.019789733,0.026664,0.009094657,0.020571906,0.02140088,0.013593618,0.020055994,0.02132431,0.016852848,0.017605804,0.017155115,0.020863323,0.014773542,0.01629217,0.01869768,0.016526561,0.026535694,0.010532025,0.019901035,0.022191107,0.013516247,0.020599097,0.022393402,0.014519496,0.016901363,0.017746694,0.015329201,0.01139,0.017924007,0.019602967,0.019672027,0.017894326,0.013724282,0.016685698,0.0065729246,0.019650511,0.02639594,0.010390829,0.020863414,0.022160485,0.01479139,0.019995395,0.022414625,0.017483504,0.017087104,0.017470688,0.017117389,0.014909097,0.016775936,0.018904112,0.0197541,0.02674913,0.00888974,0.011693601
209,take two of these and call me when you're less racist,0.0161427357689039,0.013832601,0.013947245,0.013567764,0.0027220473,0.011503108,0.013535578,0.0077065513,0.009961255,0.012891069,0.017749073,0.024250407,0.005111562,0.012366196,0.016527042,0.011756148,0.015445825,0.01911779,0.011400255,0.00826929,0.010972451,0.015212562,0.009360439,0.010033801,0.012425356,0.019381106,0.024071362,0.006019432,0.01812472,0.017433487,0.011797722,0.014852926,0.019438004,0.011806547,0.008448712,0.011159334,0.010934098,0.006348036,0.009940519,0.016009377,0.014278779,0.012812937,0.0089521995,0.008666467,0.00064682774,0.01793979,0.023167446,0.006133672,0.015882077,0.018918525,0.01227626,0.014057774,0.019118473,0.011985089,0.009141019,0.01217721,0.011682289,0.008992906,0.008567844,0.013166244,0.019377219,0.0244442,0.0035972074,0.0064611826
209,a pill that makes racist people less racist?!?,0.0077330077330077,0.015036937,0.015986359,0.0150622185,0.0037226714,0.013466466,0.015168196,0.011660845,0.011678217,0.014506395,0.015868701,0.024274293,0.004493283,0.015272567,0.016282436,0.00899265,0.015307214,0.019916419,0.012279369,0.010116554,0.01337333,0.018598251,0.012862485,0.012445262,0.012099408,0.016332522,0.0253939,0.0054389816,0.016210267,0.017977169,0.0089657605,0.014384195,0.019111918,0.0124679385,0.009077462,0.012557007,0.014058575,0.009362338,0.014524572,0.019716287,0.015284741,0.015756458,0.011586269,0.012890896,0.004973294,0.017045848,0.024557807,0.005840637,0.016600363,0.020151833,0.009829676,0.014497343,0.021288045,0.011053624,0.0103916675,0.012104847,0.013957078,0.012263803,0.011691629,0.013696944,0.016907498,0.024875782,0.004324343,0.008675858
276,the worst online dating site in the history of the world,0.027200488997555,0.022394244,0.022620682,0.022532662,0.012509763,0.020899948,0.02302265,0.019369528,0.020306606,0.026031427,0.025378399,0.02774062,0.016642036,0.01861046,0.025359401,0.014898188,0.026855804,0.027387433,0.019530363,0.018958747,0.019625064,0.027071241,0.019833386,0.02127543,0.026671266,0.022680735,0.028198149,0.014874838,0.020707658,0.026400648,0.014965985,0.02741766,0.026386164,0.01900061,0.018223792,0.019134998,0.024604227,0.01590063,0.023720236,0.021970125,0.023991758,0.022110533,0.019465659,0.020361494,0.010838831,0.024953034,0.027184576,0.015358217,0.02132879,0.02523794,0.014831616,0.027805388,0.026702592,0.0201207,0.017493453,0.0203349,0.024010941,0.019736532,0.02042377,0.026697664,0.023768298,0.028833643,0.016029354,0.018049996
276,god hates... single people?,0.0248740554156171,0.019849995,0.020289,0.019445539,0.008118592,0.018630734,0.020442028,0.011372715,0.013221098,0.021717604,0.020181399,0.02670933,0.009409014,0.014465462,0.022228327,0.009362794,0.020546637,0.024058625,0.016288415,0.017171163,0.016475204,0.018233178,0.0121716745,0.014578164,0.021135626,0.020376466,0.028570604,0.009583553,0.01677804,0.019785738,0.008925632,0.019800235,0.023180015,0.016691586,0.015690234,0.016009133,0.015719699,0.014098943,0.018054508,0.018841518,0.019657647,0.018097755,0.011121192,0.013005529,0.009354338,0.020762406,0.02653711,0.009065025,0.018210858,0.02132168,0.00881937,0.01875382,0.02315737,0.01604765,0.016684204,0.016537134,0.016430322,0.010283383,0.01249657,0.018938258,0.020119606,0.02680606,0.008736903,0.00814195
300,make thousands working from home! (i promise it's not spam),0.0091570158901158,0.0043769516,0.0050574597,0.0044947825,-0.0078483485,0.003301004,0.0042520016,0.0012226077,0.0031461716,0.0057652127,0.009847309,0.016128365,-0.001136614,0.00763664,0.005013954,-0.0006878115,0.0035414807,0.011212725,0.0034899795,0.0012697168,0.0071856454,0.014718115,0.0026562978,0.0026176842,0.0055846497,0.012030363,0.015708901,-0.0025333036,0.014773767,0.0056578256,0.0003488548,0.0047066174,0.010947133,0.0061703622,0.00058132317,0.008022647,0.006558219,-0.0006634183,0.005347807,0.01386307,0.008176997,0.0079919435,0.0022315076,0.0025493102,-0.0012242533,0.008464154,0.015388318,-0.0011938494,0.014186434,0.00770263,5.573593e-05,0.004185524,0.011121549,0.0025187386,0.0017962214,0.008462921,0.006691767,0.0028542597,0.0025324682,0.004226554,0.009765748,0.01645565,-0.0017678514,0.0011503203
300,you'll never guess which industry has the highest job growth. rhymes with 'foam purse.',0.0207877461706783,0.007752763,0.008866159,0.0088824,-0.004095651,0.007917829,0.007293856,0.0025622072,0.008383747,0.007497361,0.016272832,0.018371008,0.00052307546,0.013416776,0.012229633,-0.0007518064,0.009721603,0.013107645,0.0056134006,0.004266641,0.007895444,0.011342611,0.0026725195,0.010021237,0.009079127,0.013838807,0.018895756,0.0006953161,0.013981538,0.0119655635,-0.00014116801,0.008289445,0.013881121,0.00818766,0.004647103,0.008414388,0.008795811,0.000612678,0.0060189385,0.010011258,0.009956459,0.01166939,0.0031118123,0.008536685,-0.0039955303,0.014738195,0.017776623,0.00082102045,0.013631342,0.010915622,0.00014551543,0.00835273,0.0130317,0.007416406,0.0057402514,0.008874815,0.009164162,0.0038151732,0.0073982608,0.0068000406,0.014470188,0.018715013,0.0012178421,0.0025940174
